idx,code,ast,label
526,"def pancake_sort(arr):
    n = len(arr)
    for i in range(n, 1, -1):
        max_idx = arr.index(max(arr[:i]))
        if max_idx != i - 1:
            arr[:max_idx + 1] = arr[:max_idx + 1][::-1] # Flip the sub-array to bring the maximum element to the first position
            arr[:i] = arr[:i][::-1] # Flip the entire sub-array to bring the maximum element to its correct position
    return arr","module::left function_definition::left def pancake_sort parameters::left ( arr ) parameters::right : block::left expression_statement::left assignment::left n = call::left len argument_list::left ( arr ) argument_list::right call::right assignment::right expression_statement::right for_statement::left for i in call::left range argument_list::left ( n , 1 , unary_operator::left - 1 unary_operator::right ) argument_list::right call::right : block::left expression_statement::left assignment::left max_idx = call::left attribute::left arr . index attribute::right argument_list::left ( call::left max argument_list::left ( subscript::left arr [ slice::left : i slice::right ] subscript::right ) argument_list::right call::right ) argument_list::right call::right assignment::right expression_statement::right if_statement::left if comparison_operator::left max_idx != binary_operator::left i - 1 binary_operator::right comparison_operator::right : block::left expression_statement::left assignment::left subscript::left arr [ slice::left : binary_operator::left max_idx + 1 binary_operator::right slice::right ] subscript::right = subscript::left subscript::left arr [ slice::left : binary_operator::left max_idx + 1 binary_operator::right slice::right ] subscript::right [ slice::left : : unary_operator::left - 1 unary_operator::right slice::right ] subscript::right assignment::right expression_statement::right # Flip the sub-array to bring the maximum element to the first position expression_statement::left assignment::left subscript::left arr [ slice::left : i slice::right ] subscript::right = subscript::left subscript::left arr [ slice::left : i slice::right ] subscript::right [ slice::left : : unary_operator::left - 1 unary_operator::right slice::right ] subscript::right assignment::right expression_statement::right # Flip the entire sub-array to bring the maximum element to its correct position block::right if_statement::right block::right for_statement::right return_statement::left return arr return_statement::right block::right function_definition::right module::right",lm
527,"def is_subset_sum(set, n, sum):
	if (sum == 0):
		return True
	if (n == 0):
		return False
	if (set[n - 1] > sum):
		return is_subset_sum(set, n - 1, sum)
	return is_subset_sum(set, n-1, sum) or is_subset_sum(set, n-1, sum-set[n-1])","module::left function_definition::left def is_subset_sum parameters::left ( set , n , sum ) parameters::right : block::left if_statement::left if parenthesized_expression::left ( comparison_operator::left sum == 0 comparison_operator::right ) parenthesized_expression::right : block::left return_statement::left return True return_statement::right block::right if_statement::right if_statement::left if parenthesized_expression::left ( comparison_operator::left n == 0 comparison_operator::right ) parenthesized_expression::right : block::left return_statement::left return False return_statement::right block::right if_statement::right if_statement::left if parenthesized_expression::left ( comparison_operator::left subscript::left set [ binary_operator::left n - 1 binary_operator::right ] subscript::right > sum comparison_operator::right ) parenthesized_expression::right : block::left return_statement::left return call::left is_subset_sum argument_list::left ( set , binary_operator::left n - 1 binary_operator::right , sum ) argument_list::right call::right return_statement::right block::right if_statement::right return_statement::left return boolean_operator::left call::left is_subset_sum argument_list::left ( set , binary_operator::left n - 1 binary_operator::right , sum ) argument_list::right call::right or call::left is_subset_sum argument_list::left ( set , binary_operator::left n - 1 binary_operator::right , binary_operator::left sum - subscript::left set [ binary_operator::left n - 1 binary_operator::right ] subscript::right binary_operator::right ) argument_list::right call::right boolean_operator::right return_statement::right block::right function_definition::right module::right",human
528,"import sys 

def find_closet(A, B, C, p, q, r): 
	diff = sys.maxsize 
	res_i = 0
	res_j = 0
	res_k = 0
	i = 0
	j = 0
	k = 0
	while(i < p and j < q and k < r): 
		minimum = min(A[i], min(B[j], C[k])) 
		maximum = max(A[i], max(B[j], C[k])); 
		if maximum-minimum < diff: 
			res_i = i 
			res_j = j 
			res_k = k 
			diff = maximum - minimum; 
		if diff == 0: 
			break
		if A[i] == minimum: 
			i = i+1
		elif B[j] == minimum: 
			j = j+1
		else: 
			k = k+1
	return A[res_i],B[res_j],C[res_k]","module::left import_statement::left import dotted_name::left sys dotted_name::right import_statement::right function_definition::left def find_closet parameters::left ( A , B , C , p , q , r ) parameters::right : block::left expression_statement::left assignment::left diff = attribute::left sys . maxsize attribute::right assignment::right expression_statement::right expression_statement::left assignment::left res_i = 0 assignment::right expression_statement::right expression_statement::left assignment::left res_j = 0 assignment::right expression_statement::right expression_statement::left assignment::left res_k = 0 assignment::right expression_statement::right expression_statement::left assignment::left i = 0 assignment::right expression_statement::right expression_statement::left assignment::left j = 0 assignment::right expression_statement::right expression_statement::left assignment::left k = 0 assignment::right expression_statement::right while_statement::left while parenthesized_expression::left ( boolean_operator::left boolean_operator::left comparison_operator::left i < p comparison_operator::right and comparison_operator::left j < q comparison_operator::right boolean_operator::right and comparison_operator::left k < r comparison_operator::right boolean_operator::right ) parenthesized_expression::right : block::left expression_statement::left assignment::left minimum = call::left min argument_list::left ( subscript::left A [ i ] subscript::right , call::left min argument_list::left ( subscript::left B [ j ] subscript::right , subscript::left C [ k ] subscript::right ) argument_list::right call::right ) argument_list::right call::right assignment::right expression_statement::right expression_statement::left assignment::left maximum = call::left max argument_list::left ( subscript::left A [ i ] subscript::right , call::left max argument_list::left ( subscript::left B [ j ] subscript::right , subscript::left C [ k ] subscript::right ) argument_list::right call::right ) argument_list::right call::right assignment::right expression_statement::right ; if_statement::left if comparison_operator::left binary_operator::left maximum - minimum binary_operator::right < diff comparison_operator::right : block::left expression_statement::left assignment::left res_i = i assignment::right expression_statement::right expression_statement::left assignment::left res_j = j assignment::right expression_statement::right expression_statement::left assignment::left res_k = k assignment::right expression_statement::right expression_statement::left assignment::left diff = binary_operator::left maximum - minimum binary_operator::right assignment::right expression_statement::right ; block::right if_statement::right if_statement::left if comparison_operator::left diff == 0 comparison_operator::right : block::left break_statement::left break break_statement::right block::right if_statement::right if_statement::left if comparison_operator::left subscript::left A [ i ] subscript::right == minimum comparison_operator::right : block::left expression_statement::left assignment::left i = binary_operator::left i + 1 binary_operator::right assignment::right expression_statement::right block::right elif_clause::left elif comparison_operator::left subscript::left B [ j ] subscript::right == minimum comparison_operator::right : block::left expression_statement::left assignment::left j = binary_operator::left j + 1 binary_operator::right assignment::right expression_statement::right block::right elif_clause::right else_clause::left else : block::left expression_statement::left assignment::left k = binary_operator::left k + 1 binary_operator::right assignment::right expression_statement::right block::right else_clause::right if_statement::right block::right while_statement::right return_statement::left return expression_list::left subscript::left A [ res_i ] subscript::right , subscript::left B [ res_j ] subscript::right , subscript::left C [ res_k ] subscript::right expression_list::right return_statement::right block::right function_definition::right module::right",human
529,"def remove_negatives(numbers):
    return [num for num in numbers if num >= 0]",module::left function_definition::left def remove_negatives parameters::left ( numbers ) parameters::right : block::left return_statement::left return list_comprehension::left [ num for_in_clause::left for num in numbers for_in_clause::right if_clause::left if comparison_operator::left num >= 0 comparison_operator::right if_clause::right ] list_comprehension::right return_statement::right block::right function_definition::right module::right,lm
530,"def sum_of_hamming_distances(n):
    sum_distance = 0
    for i in range(n):
        sum_distance += bin(i ^ (i + 1)).count('1')
    return sum_distance",module::left function_definition::left def sum_of_hamming_distances parameters::left ( n ) parameters::right : block::left expression_statement::left assignment::left sum_distance = 0 assignment::right expression_statement::right for_statement::left for i in call::left range argument_list::left ( n ) argument_list::right call::right : block::left expression_statement::left augmented_assignment::left sum_distance += call::left attribute::left call::left bin argument_list::left ( binary_operator::left i ^ parenthesized_expression::left ( binary_operator::left i + 1 binary_operator::right ) parenthesized_expression::right binary_operator::right ) argument_list::right call::right . count attribute::right argument_list::left ( string::left ' 1 ' string::right ) argument_list::right call::right augmented_assignment::right expression_statement::right block::right for_statement::right return_statement::left return sum_distance return_statement::right block::right function_definition::right module::right,lm
531,"from sys import maxsize 
def max_sub_array_sum(a,size): 
	max_so_far = -maxsize - 1
	max_ending_here = 0
	start = 0
	end = 0
	s = 0
	for i in range(0,size): 
		max_ending_here += a[i] 
		if max_so_far < max_ending_here: 
			max_so_far = max_ending_here 
			start = s 
			end = i 
		if max_ending_here < 0: 
			max_ending_here = 0
			s = i+1
	return (end - start + 1)","module::left import_from_statement::left from dotted_name::left sys dotted_name::right import dotted_name::left maxsize dotted_name::right import_from_statement::right function_definition::left def max_sub_array_sum parameters::left ( a , size ) parameters::right : block::left expression_statement::left assignment::left max_so_far = binary_operator::left unary_operator::left - maxsize unary_operator::right - 1 binary_operator::right assignment::right expression_statement::right expression_statement::left assignment::left max_ending_here = 0 assignment::right expression_statement::right expression_statement::left assignment::left start = 0 assignment::right expression_statement::right expression_statement::left assignment::left end = 0 assignment::right expression_statement::right expression_statement::left assignment::left s = 0 assignment::right expression_statement::right for_statement::left for i in call::left range argument_list::left ( 0 , size ) argument_list::right call::right : block::left expression_statement::left augmented_assignment::left max_ending_here += subscript::left a [ i ] subscript::right augmented_assignment::right expression_statement::right if_statement::left if comparison_operator::left max_so_far < max_ending_here comparison_operator::right : block::left expression_statement::left assignment::left max_so_far = max_ending_here assignment::right expression_statement::right expression_statement::left assignment::left start = s assignment::right expression_statement::right expression_statement::left assignment::left end = i assignment::right expression_statement::right block::right if_statement::right if_statement::left if comparison_operator::left max_ending_here < 0 comparison_operator::right : block::left expression_statement::left assignment::left max_ending_here = 0 assignment::right expression_statement::right expression_statement::left assignment::left s = binary_operator::left i + 1 binary_operator::right assignment::right expression_statement::right block::right if_statement::right block::right for_statement::right return_statement::left return parenthesized_expression::left ( binary_operator::left binary_operator::left end - start binary_operator::right + 1 binary_operator::right ) parenthesized_expression::right return_statement::right block::right function_definition::right module::right",human
532,"def next_perfect_square(number):
    root = number ** 0.5
    if root.is_integer():
        return int((root + 1) ** 2)
    else:
        return int((root // 1 + 1) ** 2)",module::left function_definition::left def next_perfect_square parameters::left ( number ) parameters::right : block::left expression_statement::left assignment::left root = binary_operator::left number ** 0.5 binary_operator::right assignment::right expression_statement::right if_statement::left if call::left attribute::left root . is_integer attribute::right argument_list::left ( ) argument_list::right call::right : block::left return_statement::left return call::left int argument_list::left ( binary_operator::left parenthesized_expression::left ( binary_operator::left root + 1 binary_operator::right ) parenthesized_expression::right ** 2 binary_operator::right ) argument_list::right call::right return_statement::right block::right else_clause::left else : block::left return_statement::left return call::left int argument_list::left ( binary_operator::left parenthesized_expression::left ( binary_operator::left binary_operator::left root // 1 binary_operator::right + 1 binary_operator::right ) parenthesized_expression::right ** 2 binary_operator::right ) argument_list::right call::right return_statement::right block::right else_clause::right if_statement::right block::right function_definition::right module::right,lm
533,"def month_season(month,days):
 if month in ('January', 'February', 'March'):
	 season = 'winter'
 elif month in ('April', 'May', 'June'):
	 season = 'spring'
 elif month in ('July', 'August', 'September'):
	 season = 'summer'
 else:
	 season = 'autumn'
 if (month == 'March') and (days > 19):
	 season = 'spring'
 elif (month == 'June') and (days > 20):
	 season = 'summer'
 elif (month == 'September') and (days > 21):
	 season = 'autumn'
 elif (month == 'October') and (days > 21):
	 season = 'autumn'
 elif (month == 'November') and (days > 21):
	 season = 'autumn'
 elif (month == 'December') and (days > 20):
	 season = 'winter'
 return season","module::left function_definition::left def month_season parameters::left ( month , days ) parameters::right : block::left if_statement::left if comparison_operator::left month in tuple::left ( string::left ' January ' string::right , string::left ' February ' string::right , string::left ' March ' string::right ) tuple::right comparison_operator::right : block::left expression_statement::left assignment::left season = string::left ' winter ' string::right assignment::right expression_statement::right block::right elif_clause::left elif comparison_operator::left month in tuple::left ( string::left ' April ' string::right , string::left ' May ' string::right , string::left ' June ' string::right ) tuple::right comparison_operator::right : block::left expression_statement::left assignment::left season = string::left ' spring ' string::right assignment::right expression_statement::right block::right elif_clause::right elif_clause::left elif comparison_operator::left month in tuple::left ( string::left ' July ' string::right , string::left ' August ' string::right , string::left ' September ' string::right ) tuple::right comparison_operator::right : block::left expression_statement::left assignment::left season = string::left ' summer ' string::right assignment::right expression_statement::right block::right elif_clause::right else_clause::left else : block::left expression_statement::left assignment::left season = string::left ' autumn ' string::right assignment::right expression_statement::right block::right else_clause::right if_statement::right if_statement::left if boolean_operator::left parenthesized_expression::left ( comparison_operator::left month == string::left ' March ' string::right comparison_operator::right ) parenthesized_expression::right and parenthesized_expression::left ( comparison_operator::left days > 19 comparison_operator::right ) parenthesized_expression::right boolean_operator::right : block::left expression_statement::left assignment::left season = string::left ' spring ' string::right assignment::right expression_statement::right block::right elif_clause::left elif boolean_operator::left parenthesized_expression::left ( comparison_operator::left month == string::left ' June ' string::right comparison_operator::right ) parenthesized_expression::right and parenthesized_expression::left ( comparison_operator::left days > 20 comparison_operator::right ) parenthesized_expression::right boolean_operator::right : block::left expression_statement::left assignment::left season = string::left ' summer ' string::right assignment::right expression_statement::right block::right elif_clause::right elif_clause::left elif boolean_operator::left parenthesized_expression::left ( comparison_operator::left month == string::left ' September ' string::right comparison_operator::right ) parenthesized_expression::right and parenthesized_expression::left ( comparison_operator::left days > 21 comparison_operator::right ) parenthesized_expression::right boolean_operator::right : block::left expression_statement::left assignment::left season = string::left ' autumn ' string::right assignment::right expression_statement::right block::right elif_clause::right elif_clause::left elif boolean_operator::left parenthesized_expression::left ( comparison_operator::left month == string::left ' October ' string::right comparison_operator::right ) parenthesized_expression::right and parenthesized_expression::left ( comparison_operator::left days > 21 comparison_operator::right ) parenthesized_expression::right boolean_operator::right : block::left expression_statement::left assignment::left season = string::left ' autumn ' string::right assignment::right expression_statement::right block::right elif_clause::right elif_clause::left elif boolean_operator::left parenthesized_expression::left ( comparison_operator::left month == string::left ' November ' string::right comparison_operator::right ) parenthesized_expression::right and parenthesized_expression::left ( comparison_operator::left days > 21 comparison_operator::right ) parenthesized_expression::right boolean_operator::right : block::left expression_statement::left assignment::left season = string::left ' autumn ' string::right assignment::right expression_statement::right block::right elif_clause::right elif_clause::left elif boolean_operator::left parenthesized_expression::left ( comparison_operator::left month == string::left ' December ' string::right comparison_operator::right ) parenthesized_expression::right and parenthesized_expression::left ( comparison_operator::left days > 20 comparison_operator::right ) parenthesized_expression::right boolean_operator::right : block::left expression_statement::left assignment::left season = string::left ' winter ' string::right assignment::right expression_statement::right block::right elif_clause::right if_statement::right return_statement::left return season return_statement::right block::right function_definition::right module::right",human
534,"def nth_centered_hexagonal_number(n):
    return 3 * n * (n - 1) + 1",module::left function_definition::left def nth_centered_hexagonal_number parameters::left ( n ) parameters::right : block::left return_statement::left return binary_operator::left binary_operator::left binary_operator::left 3 * n binary_operator::right * parenthesized_expression::left ( binary_operator::left n - 1 binary_operator::right ) parenthesized_expression::right binary_operator::right + 1 binary_operator::right return_statement::right block::right function_definition::right module::right,lm
535,"def get_product(val) : 
	res = 1
	for ele in val: 
		res *= ele 
	return res 
def find_k_product(test_list, K):
  res = get_product([sub[K] for sub in test_list])
  return (res) ","module::left function_definition::left def get_product parameters::left ( val ) parameters::right : block::left expression_statement::left assignment::left res = 1 assignment::right expression_statement::right for_statement::left for ele in val : block::left expression_statement::left augmented_assignment::left res *= ele augmented_assignment::right expression_statement::right block::right for_statement::right return_statement::left return res return_statement::right block::right function_definition::right function_definition::left def find_k_product parameters::left ( test_list , K ) parameters::right : block::left expression_statement::left assignment::left res = call::left get_product argument_list::left ( list_comprehension::left [ subscript::left sub [ K ] subscript::right for_in_clause::left for sub in test_list for_in_clause::right ] list_comprehension::right ) argument_list::right call::right assignment::right expression_statement::right return_statement::left return parenthesized_expression::left ( res ) parenthesized_expression::right return_statement::right block::right function_definition::right module::right",human
536,"def sort_on_occurence(lst): 
	dct = {} 
	for i, j in lst: 
		dct.setdefault(i, []).append(j) 
	return ([(i, *dict.fromkeys(j), len(j)) 
				for i, j in dct.items()]) ","module::left function_definition::left def sort_on_occurence parameters::left ( lst ) parameters::right : block::left expression_statement::left assignment::left dct = dictionary::left { } dictionary::right assignment::right expression_statement::right for_statement::left for pattern_list::left i , j pattern_list::right in lst : block::left expression_statement::left call::left attribute::left call::left attribute::left dct . setdefault attribute::right argument_list::left ( i , list::left [ ] list::right ) argument_list::right call::right . append attribute::right argument_list::left ( j ) argument_list::right call::right expression_statement::right block::right for_statement::right return_statement::left return parenthesized_expression::left ( list_comprehension::left [ tuple::left ( i , list_splat::left * call::left attribute::left dict . fromkeys attribute::right argument_list::left ( j ) argument_list::right call::right list_splat::right , call::left len argument_list::left ( j ) argument_list::right call::right ) tuple::right for_in_clause::left for pattern_list::left i , j pattern_list::right in call::left attribute::left dct . items attribute::right argument_list::left ( ) argument_list::right call::right for_in_clause::right ] list_comprehension::right ) parenthesized_expression::right return_statement::right block::right function_definition::right module::right",human
537,"def sum_of_fourth_power(n):
    return sum(i**4 for i in range(1, n+1))","module::left function_definition::left def sum_of_fourth_power parameters::left ( n ) parameters::right : block::left return_statement::left return call::left sum generator_expression::left ( binary_operator::left i ** 4 binary_operator::right for_in_clause::left for i in call::left range argument_list::left ( 1 , binary_operator::left n + 1 binary_operator::right ) argument_list::right call::right for_in_clause::right ) generator_expression::right call::right return_statement::right block::right function_definition::right module::right",lm
538,"import cmath

def complex_to_polar(complex_num):
    return cmath.polar(complex_num)",module::left import_statement::left import dotted_name::left cmath dotted_name::right import_statement::right function_definition::left def complex_to_polar parameters::left ( complex_num ) parameters::right : block::left return_statement::left return call::left attribute::left cmath . polar attribute::right argument_list::left ( complex_num ) argument_list::right call::right return_statement::right block::right function_definition::right module::right,lm
539,"import heapq as hq
def heap_queue_smallest(nums,n):
  smallest_nums = hq.nsmallest(n, nums)
  return smallest_nums","module::left import_statement::left import aliased_import::left dotted_name::left heapq dotted_name::right as hq aliased_import::right import_statement::right function_definition::left def heap_queue_smallest parameters::left ( nums , n ) parameters::right : block::left expression_statement::left assignment::left smallest_nums = call::left attribute::left hq . nsmallest attribute::right argument_list::left ( n , nums ) argument_list::right call::right assignment::right expression_statement::right return_statement::left return smallest_nums return_statement::right block::right function_definition::right module::right",human
540,"def remove_empty_tuples(tuple_list):
    return [t for t in tuple_list if t]",module::left function_definition::left def remove_empty_tuples parameters::left ( tuple_list ) parameters::right : block::left return_statement::left return list_comprehension::left [ t for_in_clause::left for t in tuple_list for_in_clause::right if_clause::left if t if_clause::right ] list_comprehension::right return_statement::right block::right function_definition::right module::right,lm
541,"def char_frequency(s):
    frequency = {}
    for char in s:
        frequency[char] = frequency.get(char, 0) + 1
    return frequency","module::left function_definition::left def char_frequency parameters::left ( s ) parameters::right : block::left expression_statement::left assignment::left frequency = dictionary::left { } dictionary::right assignment::right expression_statement::right for_statement::left for char in s : block::left expression_statement::left assignment::left subscript::left frequency [ char ] subscript::right = binary_operator::left call::left attribute::left frequency . get attribute::right argument_list::left ( char , 0 ) argument_list::right call::right + 1 binary_operator::right assignment::right expression_statement::right block::right for_statement::right return_statement::left return frequency return_statement::right block::right function_definition::right module::right",lm
542,"def my_dict(dict1):
  if bool(dict1):
     return False
  else:
     return True",module::left function_definition::left def my_dict parameters::left ( dict1 ) parameters::right : block::left if_statement::left if call::left bool argument_list::left ( dict1 ) argument_list::right call::right : block::left return_statement::left return False return_statement::right block::right else_clause::left else : block::left return_statement::left return True return_statement::right block::right else_clause::right if_statement::right block::right function_definition::right module::right,human
543,"def find_dissimilar(test_tup1, test_tup2):
  res = tuple(set(test_tup1) ^ set(test_tup2))
  return (res) ","module::left function_definition::left def find_dissimilar parameters::left ( test_tup1 , test_tup2 ) parameters::right : block::left expression_statement::left assignment::left res = call::left tuple argument_list::left ( binary_operator::left call::left set argument_list::left ( test_tup1 ) argument_list::right call::right ^ call::left set argument_list::left ( test_tup2 ) argument_list::right call::right binary_operator::right ) argument_list::right call::right assignment::right expression_statement::right return_statement::left return parenthesized_expression::left ( res ) parenthesized_expression::right return_statement::right block::right function_definition::right module::right",human
544,"def match_abbb(text):
    import re
    pattern = 'ab{3}'
    if re.search(pattern, text):
        return True
    else:
        return False","module::left function_definition::left def match_abbb parameters::left ( text ) parameters::right : block::left import_statement::left import dotted_name::left re dotted_name::right import_statement::right expression_statement::left assignment::left pattern = string::left ' ab{3} ' string::right assignment::right expression_statement::right if_statement::left if call::left attribute::left re . search attribute::right argument_list::left ( pattern , text ) argument_list::right call::right : block::left return_statement::left return True return_statement::right block::right else_clause::left else : block::left return_statement::left return False return_statement::right block::right else_clause::right if_statement::right block::right function_definition::right module::right",lm
545,"def count_sequences(n, m):
    def count_recursive(start, length):
        if length == 1:
            return m - start + 1
        cnt = 0
        for i in range(start * 2, m + 1):
            cnt += count_recursive(i, length - 1)
        return cnt
    
    return count_recursive(1, n)","module::left function_definition::left def count_sequences parameters::left ( n , m ) parameters::right : block::left function_definition::left def count_recursive parameters::left ( start , length ) parameters::right : block::left if_statement::left if comparison_operator::left length == 1 comparison_operator::right : block::left return_statement::left return binary_operator::left binary_operator::left m - start binary_operator::right + 1 binary_operator::right return_statement::right block::right if_statement::right expression_statement::left assignment::left cnt = 0 assignment::right expression_statement::right for_statement::left for i in call::left range argument_list::left ( binary_operator::left start * 2 binary_operator::right , binary_operator::left m + 1 binary_operator::right ) argument_list::right call::right : block::left expression_statement::left augmented_assignment::left cnt += call::left count_recursive argument_list::left ( i , binary_operator::left length - 1 binary_operator::right ) argument_list::right call::right augmented_assignment::right expression_statement::right block::right for_statement::right return_statement::left return cnt return_statement::right block::right function_definition::right return_statement::left return call::left count_recursive argument_list::left ( 1 , n ) argument_list::right call::right return_statement::right block::right function_definition::right module::right",lm
546,"def tuple_to_dict(tup):
    return dict(zip(tup[::2], tup[1::2]))","module::left function_definition::left def tuple_to_dict parameters::left ( tup ) parameters::right : block::left return_statement::left return call::left dict argument_list::left ( call::left zip argument_list::left ( subscript::left tup [ slice::left : : 2 slice::right ] subscript::right , subscript::left tup [ slice::left 1 : : 2 slice::right ] subscript::right ) argument_list::right call::right ) argument_list::right call::right return_statement::right block::right function_definition::right module::right",lm
547,"def ascii_value_total(s):
    return sum(ord(char) for char in s)",module::left function_definition::left def ascii_value_total parameters::left ( s ) parameters::right : block::left return_statement::left return call::left sum generator_expression::left ( call::left ord argument_list::left ( char ) argument_list::right call::right for_in_clause::left for char in s for_in_clause::right ) generator_expression::right call::right return_statement::right block::right function_definition::right module::right,lm
548,"def remove_duplicates_from_list_of_lists(list_of_lists):
    unique_lists = []
    unique_sets = set()
    for sublist in list_of_lists:
        sublist_tuple = tuple(sublist)
        if sublist_tuple not in unique_sets:
            unique_sets.add(sublist_tuple)
            unique_lists.append(sublist)
    return unique_lists",module::left function_definition::left def remove_duplicates_from_list_of_lists parameters::left ( list_of_lists ) parameters::right : block::left expression_statement::left assignment::left unique_lists = list::left [ ] list::right assignment::right expression_statement::right expression_statement::left assignment::left unique_sets = call::left set argument_list::left ( ) argument_list::right call::right assignment::right expression_statement::right for_statement::left for sublist in list_of_lists : block::left expression_statement::left assignment::left sublist_tuple = call::left tuple argument_list::left ( sublist ) argument_list::right call::right assignment::right expression_statement::right if_statement::left if comparison_operator::left sublist_tuple not in unique_sets comparison_operator::right : block::left expression_statement::left call::left attribute::left unique_sets . add attribute::right argument_list::left ( sublist_tuple ) argument_list::right call::right expression_statement::right expression_statement::left call::left attribute::left unique_lists . append attribute::right argument_list::left ( sublist ) argument_list::right call::right expression_statement::right block::right if_statement::right block::right for_statement::right return_statement::left return unique_lists return_statement::right block::right function_definition::right module::right,lm
549,"def long_words(n, str):
    word_len = []
    txt = str.split("" "")
    for x in txt:
        if len(x) > n:
            word_len.append(x)
    return word_len	","module::left function_definition::left def long_words parameters::left ( n , str ) parameters::right : block::left expression_statement::left assignment::left word_len = list::left [ ] list::right assignment::right expression_statement::right expression_statement::left assignment::left txt = call::left attribute::left str . split attribute::right argument_list::left ( string::left ""   "" string::right ) argument_list::right call::right assignment::right expression_statement::right for_statement::left for x in txt : block::left if_statement::left if comparison_operator::left call::left len argument_list::left ( x ) argument_list::right call::right > n comparison_operator::right : block::left expression_statement::left call::left attribute::left word_len . append attribute::right argument_list::left ( x ) argument_list::right call::right expression_statement::right block::right if_statement::right block::right for_statement::right return_statement::left return word_len return_statement::right block::right function_definition::right module::right",human
550,"def find_diff_consecutive_numbers(num_list):
    return [j - i for i, j in zip(num_list[:-1], num_list[1:])]","module::left function_definition::left def find_diff_consecutive_numbers parameters::left ( num_list ) parameters::right : block::left return_statement::left return list_comprehension::left [ binary_operator::left j - i binary_operator::right for_in_clause::left for pattern_list::left i , j pattern_list::right in call::left zip argument_list::left ( subscript::left num_list [ slice::left : unary_operator::left - 1 unary_operator::right slice::right ] subscript::right , subscript::left num_list [ slice::left 1 : slice::right ] subscript::right ) argument_list::right call::right for_in_clause::right ] list_comprehension::right return_statement::right block::right function_definition::right module::right",lm
551,"def check_Equality(s): 
    return (ord(s[0]) == ord(s[len(s) - 1])); 
def count_Substring_With_Equal_Ends(s): 
    result = 0; 
    n = len(s); 
    for i in range(n): 
        for j in range(1,n-i+1):  
            if (check_Equality(s[i:i+j])): 
                result+=1; 
    return result; ","module::left function_definition::left def check_Equality parameters::left ( s ) parameters::right : block::left return_statement::left return parenthesized_expression::left ( comparison_operator::left call::left ord argument_list::left ( subscript::left s [ 0 ] subscript::right ) argument_list::right call::right == call::left ord argument_list::left ( subscript::left s [ binary_operator::left call::left len argument_list::left ( s ) argument_list::right call::right - 1 binary_operator::right ] subscript::right ) argument_list::right call::right comparison_operator::right ) parenthesized_expression::right return_statement::right ; block::right function_definition::right function_definition::left def count_Substring_With_Equal_Ends parameters::left ( s ) parameters::right : block::left expression_statement::left assignment::left result = 0 assignment::right expression_statement::right ; expression_statement::left assignment::left n = call::left len argument_list::left ( s ) argument_list::right call::right assignment::right expression_statement::right ; for_statement::left for i in call::left range argument_list::left ( n ) argument_list::right call::right : block::left for_statement::left for j in call::left range argument_list::left ( 1 , binary_operator::left binary_operator::left n - i binary_operator::right + 1 binary_operator::right ) argument_list::right call::right : block::left if_statement::left if parenthesized_expression::left ( call::left check_Equality argument_list::left ( subscript::left s [ slice::left i : binary_operator::left i + j binary_operator::right slice::right ] subscript::right ) argument_list::right call::right ) parenthesized_expression::right : block::left expression_statement::left augmented_assignment::left result += 1 augmented_assignment::right expression_statement::right ; block::right if_statement::right block::right for_statement::right block::right for_statement::right return_statement::left return result return_statement::right ; block::right function_definition::right module::right",human
552,"def binary_to_decimal(binary): 
    binary1 = binary 
    decimal, i, n = 0, 0, 0
    while(binary != 0): 
        dec = binary % 10
        decimal = decimal + dec * pow(2, i) 
        binary = binary//10
        i += 1
    return (decimal)","module::left function_definition::left def binary_to_decimal parameters::left ( binary ) parameters::right : block::left expression_statement::left assignment::left binary1 = binary assignment::right expression_statement::right expression_statement::left assignment::left pattern_list::left decimal , i , n pattern_list::right = expression_list::left 0 , 0 , 0 expression_list::right assignment::right expression_statement::right while_statement::left while parenthesized_expression::left ( comparison_operator::left binary != 0 comparison_operator::right ) parenthesized_expression::right : block::left expression_statement::left assignment::left dec = binary_operator::left binary % 10 binary_operator::right assignment::right expression_statement::right expression_statement::left assignment::left decimal = binary_operator::left decimal + binary_operator::left dec * call::left pow argument_list::left ( 2 , i ) argument_list::right call::right binary_operator::right binary_operator::right assignment::right expression_statement::right expression_statement::left assignment::left binary = binary_operator::left binary // 10 binary_operator::right assignment::right expression_statement::right expression_statement::left augmented_assignment::left i += 1 augmented_assignment::right expression_statement::right block::right while_statement::right return_statement::left return parenthesized_expression::left ( decimal ) parenthesized_expression::right return_statement::right block::right function_definition::right module::right",human
553,"def negative_ratio(arr):
    if not arr:
        return 0
    negative_count = sum(1 for x in arr if x < 0)
    return negative_count / len(arr)",module::left function_definition::left def negative_ratio parameters::left ( arr ) parameters::right : block::left if_statement::left if not_operator::left not arr not_operator::right : block::left return_statement::left return 0 return_statement::right block::right if_statement::right expression_statement::left assignment::left negative_count = call::left sum generator_expression::left ( 1 for_in_clause::left for x in arr for_in_clause::right if_clause::left if comparison_operator::left x < 0 comparison_operator::right if_clause::right ) generator_expression::right call::right assignment::right expression_statement::right return_statement::left return binary_operator::left negative_count / call::left len argument_list::left ( arr ) argument_list::right call::right binary_operator::right return_statement::right block::right function_definition::right module::right,lm
