idx,code,new_code,ast,label
233,"def contains_duplicate(arr):
    return len(arr) != len(set(arr))","def contains_duplicate(var_1):
    return len(var_1) != len(set(var_1))",module::left function_definition::left def contains_duplicate parameters::left ( var_1 ) parameters::right : block::left return_statement::left return comparison_operator::left call::left len argument_list::left ( var_1 ) argument_list::right call::right != call::left len argument_list::left ( call::left set argument_list::left ( var_1 ) argument_list::right call::right ) argument_list::right call::right comparison_operator::right return_statement::right block::right function_definition::right module::right,lm
234,"import math
def area_tetrahedron(side):
  area = math.sqrt(3)*(side*side)
  return area","import math
def area_tetrahedron(var_1):
  var_2 = math.sqrt(3)*(var_1*var_1)
  return var_2",module::left import_statement::left import dotted_name::left math dotted_name::right import_statement::right function_definition::left def area_tetrahedron parameters::left ( var_1 ) parameters::right : block::left expression_statement::left assignment::left var_2 = binary_operator::left call::left attribute::left math . sqrt attribute::right argument_list::left ( 3 ) argument_list::right call::right * parenthesized_expression::left ( binary_operator::left var_1 * var_1 binary_operator::right ) parenthesized_expression::right binary_operator::right assignment::right expression_statement::right return_statement::left return var_2 return_statement::right block::right function_definition::right module::right,human
235,"def round_and_multiply(numbers):
    rounded_numbers = [round(num) for num in numbers]
    total_sum = sum(rounded_numbers)
    result = total_sum * len(numbers)
    print(result)","def round_and_multiply(var_1):
    var_2 = [round(num) for num in var_1]
    var_3 = sum(var_2)
    var_4 = var_3 * len(var_1)
    print(var_4)",module::left function_definition::left def round_and_multiply parameters::left ( var_1 ) parameters::right : block::left expression_statement::left assignment::left var_2 = list_comprehension::left [ call::left round argument_list::left ( num ) argument_list::right call::right for_in_clause::left for num in var_1 for_in_clause::right ] list_comprehension::right assignment::right expression_statement::right expression_statement::left assignment::left var_3 = call::left sum argument_list::left ( var_2 ) argument_list::right call::right assignment::right expression_statement::right expression_statement::left assignment::left var_4 = binary_operator::left var_3 * call::left len argument_list::left ( var_1 ) argument_list::right call::right binary_operator::right assignment::right expression_statement::right expression_statement::left call::left print argument_list::left ( var_4 ) argument_list::right call::right expression_statement::right block::right function_definition::right module::right,lm
236,"import heapq

def find_smallest_integers(numbers):
    heapq.heapify(numbers)
    smallest_integer = heapq.heappop(numbers)
    return smallest_integer","import heapq

def find_smallest_integers(var_1):
    heapq.heapify(var_1)
    var_2 = heapq.heappop(var_1)
    return var_2",module::left import_statement::left import dotted_name::left heapq dotted_name::right import_statement::right function_definition::left def find_smallest_integers parameters::left ( var_1 ) parameters::right : block::left expression_statement::left call::left attribute::left heapq . heapify attribute::right argument_list::left ( var_1 ) argument_list::right call::right expression_statement::right expression_statement::left assignment::left var_2 = call::left attribute::left heapq . heappop attribute::right argument_list::left ( var_1 ) argument_list::right call::right assignment::right expression_statement::right return_statement::left return var_2 return_statement::right block::right function_definition::right module::right,lm
237,"def find_single_element(arr):
    low = 0
    high = len(arr) - 1

    while low < high:
        mid = low + (high - low) // 2
        if mid % 2 == 0:
            if mid + 1 < len(arr) and arr[mid] == arr[mid + 1]:
                low = mid + 2
            else:
                high = mid
        else:
            if arr[mid] == arr[mid - 1]:
                low = mid + 1
            else:
                high = mid - 1

    return arr[low]","def find_single_element(var_1):
    var_2 = 0
    var_3 = len(var_1) - 1

    while var_2 < var_3:
        var_4 = var_2 + (var_3 - var_2) // 2
        if var_4 % 2 == 0:
            if var_4 + 1 < len(var_1) and var_1[var_4] == var_1[var_4 + 1]:
                var_2 = var_4 + 2
            else:
                var_3 = var_4
        else:
            if var_1[var_4] == var_1[var_4 - 1]:
                var_2 = var_4 + 1
            else:
                var_3 = var_4 - 1

    return var_1[var_2]",module::left function_definition::left def find_single_element parameters::left ( var_1 ) parameters::right : block::left expression_statement::left assignment::left var_2 = 0 assignment::right expression_statement::right expression_statement::left assignment::left var_3 = binary_operator::left call::left len argument_list::left ( var_1 ) argument_list::right call::right - 1 binary_operator::right assignment::right expression_statement::right while_statement::left while comparison_operator::left var_2 < var_3 comparison_operator::right : block::left expression_statement::left assignment::left var_4 = binary_operator::left var_2 + binary_operator::left parenthesized_expression::left ( binary_operator::left var_3 - var_2 binary_operator::right ) parenthesized_expression::right // 2 binary_operator::right binary_operator::right assignment::right expression_statement::right if_statement::left if comparison_operator::left binary_operator::left var_4 % 2 binary_operator::right == 0 comparison_operator::right : block::left if_statement::left if boolean_operator::left comparison_operator::left binary_operator::left var_4 + 1 binary_operator::right < call::left len argument_list::left ( var_1 ) argument_list::right call::right comparison_operator::right and comparison_operator::left subscript::left var_1 [ var_4 ] subscript::right == subscript::left var_1 [ binary_operator::left var_4 + 1 binary_operator::right ] subscript::right comparison_operator::right boolean_operator::right : block::left expression_statement::left assignment::left var_2 = binary_operator::left var_4 + 2 binary_operator::right assignment::right expression_statement::right block::right else_clause::left else : block::left expression_statement::left assignment::left var_3 = var_4 assignment::right expression_statement::right block::right else_clause::right if_statement::right block::right else_clause::left else : block::left if_statement::left if comparison_operator::left subscript::left var_1 [ var_4 ] subscript::right == subscript::left var_1 [ binary_operator::left var_4 - 1 binary_operator::right ] subscript::right comparison_operator::right : block::left expression_statement::left assignment::left var_2 = binary_operator::left var_4 + 1 binary_operator::right assignment::right expression_statement::right block::right else_clause::left else : block::left expression_statement::left assignment::left var_3 = binary_operator::left var_4 - 1 binary_operator::right assignment::right expression_statement::right block::right else_clause::right if_statement::right block::right else_clause::right if_statement::right block::right while_statement::right return_statement::left return subscript::left var_1 [ var_2 ] subscript::right return_statement::right block::right function_definition::right module::right,lm
238,"def check_same_dtype(t):
    if not t:  # If tuple is empty, return True
        return True
    first_type = type(t[0])
    return all(isinstance(item, first_type) for item in t)","def check_same_dtype(var_1):
    if not var_1:  # If tuple is empty, return True
        return True
    var_2 = type(var_1[0])
    return all(isinstance(item, var_2) for item in var_1)","module::left function_definition::left def check_same_dtype parameters::left ( var_1 ) parameters::right : block::left if_statement::left if not_operator::left not var_1 not_operator::right : # If tuple is empty, return True block::left return_statement::left return True return_statement::right block::right if_statement::right expression_statement::left assignment::left var_2 = call::left type argument_list::left ( subscript::left var_1 [ 0 ] subscript::right ) argument_list::right call::right assignment::right expression_statement::right return_statement::left return call::left all generator_expression::left ( call::left isinstance argument_list::left ( item , var_2 ) argument_list::right call::right for_in_clause::left for item in var_1 for_in_clause::right ) generator_expression::right call::right return_statement::right block::right function_definition::right module::right",lm
239,"def permute_string(str):
    if len(str) == 0:
        return ['']
    prev_list = permute_string(str[1:len(str)])
    next_list = []
    for i in range(0,len(prev_list)):
        for j in range(0,len(str)):
            new_str = prev_list[i][0:j]+str[0]+prev_list[i][j:len(str)-1]
            if new_str not in next_list:
                next_list.append(new_str)
    return next_list","def permute_string(var_1):
    if len(var_1) == 0:
        return ['']
    var_2 = permute_string(var_1[1:len(var_1)])
    var_3 = []
    for var_4 in range(0,len(var_2)):
        for var_5 in range(0,len(var_1)):
            var_6 = var_2[var_4][0:var_5]+var_1[0]+var_2[var_4][var_5:len(var_1)-1]
            if var_6 not in var_3:
                var_3.append(var_6)
    return var_3","module::left function_definition::left def permute_string parameters::left ( var_1 ) parameters::right : block::left if_statement::left if comparison_operator::left call::left len argument_list::left ( var_1 ) argument_list::right call::right == 0 comparison_operator::right : block::left return_statement::left return list::left [ string::left ' ' string::right ] list::right return_statement::right block::right if_statement::right expression_statement::left assignment::left var_2 = call::left permute_string argument_list::left ( subscript::left var_1 [ slice::left 1 : call::left len argument_list::left ( var_1 ) argument_list::right call::right slice::right ] subscript::right ) argument_list::right call::right assignment::right expression_statement::right expression_statement::left assignment::left var_3 = list::left [ ] list::right assignment::right expression_statement::right for_statement::left for var_4 in call::left range argument_list::left ( 0 , call::left len argument_list::left ( var_2 ) argument_list::right call::right ) argument_list::right call::right : block::left for_statement::left for var_5 in call::left range argument_list::left ( 0 , call::left len argument_list::left ( var_1 ) argument_list::right call::right ) argument_list::right call::right : block::left expression_statement::left assignment::left var_6 = binary_operator::left binary_operator::left subscript::left subscript::left var_2 [ var_4 ] subscript::right [ slice::left 0 : var_5 slice::right ] subscript::right + subscript::left var_1 [ 0 ] subscript::right binary_operator::right + subscript::left subscript::left var_2 [ var_4 ] subscript::right [ slice::left var_5 : binary_operator::left call::left len argument_list::left ( var_1 ) argument_list::right call::right - 1 binary_operator::right slice::right ] subscript::right binary_operator::right assignment::right expression_statement::right if_statement::left if comparison_operator::left var_6 not in var_3 comparison_operator::right : block::left expression_statement::left call::left attribute::left var_3 . append attribute::right argument_list::left ( var_6 ) argument_list::right call::right expression_statement::right block::right if_statement::right block::right for_statement::right block::right for_statement::right return_statement::left return var_3 return_statement::right block::right function_definition::right module::right",human
240,"def string_to_list(s):
    return list(s)","def string_to_list(var_1):
    return list(var_1)",module::left function_definition::left def string_to_list parameters::left ( var_1 ) parameters::right : block::left return_statement::left return call::left list argument_list::left ( var_1 ) argument_list::right call::right return_statement::right block::right function_definition::right module::right,lm
241,"def parallel_lines(line1, line2):
  return line1[0]/line1[1] == line2[0]/line2[1]","def parallel_lines(var_1, var_2):
  return var_1[0]/var_1[1] == var_2[0]/var_2[1]","module::left function_definition::left def parallel_lines parameters::left ( var_1 , var_2 ) parameters::right : block::left return_statement::left return comparison_operator::left binary_operator::left subscript::left var_1 [ 0 ] subscript::right / subscript::left var_1 [ 1 ] subscript::right binary_operator::right == binary_operator::left subscript::left var_2 [ 0 ] subscript::right / subscript::left var_2 [ 1 ] subscript::right binary_operator::right comparison_operator::right return_statement::right block::right function_definition::right module::right",human
242,"def count_Hexadecimal(L,R) :  
    count = 0;  
    for i in range(L,R + 1) : 
        if (i >= 10 and i <= 15) : 
            count += 1;  
        elif (i > 15) : 
            k = i;  
            while (k != 0) :  
                if (k % 16 >= 10) : 
                    count += 1;  
                k = k // 16;  
    return count;  ","def count_Hexadecimal(var_1,var_2) :  
    var_3 = 0;  
    for var_4 in range(var_1,var_2 + 1) : 
        if (var_4 >= 10 and var_4 <= 15) : 
            var_3 += 1;  
        elif (var_4 > 15) : 
            var_5 = var_4;  
            while (var_5 != 0) :  
                if (var_5 % 16 >= 10) : 
                    var_3 += 1;  
                var_5 = var_5 // 16;  
    return var_3;  ","module::left function_definition::left def count_Hexadecimal parameters::left ( var_1 , var_2 ) parameters::right : block::left expression_statement::left assignment::left var_3 = 0 assignment::right expression_statement::right ; for_statement::left for var_4 in call::left range argument_list::left ( var_1 , binary_operator::left var_2 + 1 binary_operator::right ) argument_list::right call::right : block::left if_statement::left if parenthesized_expression::left ( boolean_operator::left comparison_operator::left var_4 >= 10 comparison_operator::right and comparison_operator::left var_4 <= 15 comparison_operator::right boolean_operator::right ) parenthesized_expression::right : block::left expression_statement::left augmented_assignment::left var_3 += 1 augmented_assignment::right expression_statement::right ; block::right elif_clause::left elif parenthesized_expression::left ( comparison_operator::left var_4 > 15 comparison_operator::right ) parenthesized_expression::right : block::left expression_statement::left assignment::left var_5 = var_4 assignment::right expression_statement::right ; while_statement::left while parenthesized_expression::left ( comparison_operator::left var_5 != 0 comparison_operator::right ) parenthesized_expression::right : block::left if_statement::left if parenthesized_expression::left ( comparison_operator::left binary_operator::left var_5 % 16 binary_operator::right >= 10 comparison_operator::right ) parenthesized_expression::right : block::left expression_statement::left augmented_assignment::left var_3 += 1 augmented_assignment::right expression_statement::right ; block::right if_statement::right expression_statement::left assignment::left var_5 = binary_operator::left var_5 // 16 binary_operator::right assignment::right expression_statement::right ; block::right while_statement::right block::right elif_clause::right if_statement::right block::right for_statement::right return_statement::left return var_3 return_statement::right ; block::right function_definition::right module::right",human
243,"def index_multiplication(test_tup1, test_tup2):
  res = tuple(tuple(a * b for a, b in zip(tup1, tup2))
   for tup1, tup2 in zip(test_tup1, test_tup2))
  return (res) ","def index_multiplication(var_1, var_2):
  var_3 = tuple(tuple(var_4 * var_5 for var_4, var_5 in zip(var_6, var_7))
   for var_6, var_7 in zip(var_1, var_2))
  return (var_3) ","module::left function_definition::left def index_multiplication parameters::left ( var_1 , var_2 ) parameters::right : block::left expression_statement::left assignment::left var_3 = call::left tuple generator_expression::left ( call::left tuple generator_expression::left ( binary_operator::left var_4 * var_5 binary_operator::right for_in_clause::left for pattern_list::left var_4 , var_5 pattern_list::right in call::left zip argument_list::left ( var_6 , var_7 ) argument_list::right call::right for_in_clause::right ) generator_expression::right call::right for_in_clause::left for pattern_list::left var_6 , var_7 pattern_list::right in call::left zip argument_list::left ( var_1 , var_2 ) argument_list::right call::right for_in_clause::right ) generator_expression::right call::right assignment::right expression_statement::right return_statement::left return parenthesized_expression::left ( var_3 ) parenthesized_expression::right return_statement::right block::right function_definition::right module::right",human
244,"def centered_hexagonal_number(n):
  return 3 * n * (n - 1) + 1","def centered_hexagonal_number(var_1):
  return 3 * var_1 * (var_1 - 1) + 1",module::left function_definition::left def centered_hexagonal_number parameters::left ( var_1 ) parameters::right : block::left return_statement::left return binary_operator::left binary_operator::left binary_operator::left 3 * var_1 binary_operator::right * parenthesized_expression::left ( binary_operator::left var_1 - 1 binary_operator::right ) parenthesized_expression::right binary_operator::right + 1 binary_operator::right return_statement::right block::right function_definition::right module::right,human
245,"def min_Swaps(str1,str2) : 
    count = 0
    for i in range(len(str1)) : 
        if str1[i] != str2[i] : 
            count += 1
    if count % 2 == 0 : 
        return (count // 2) 
    else : 
        return (""Not Possible"") ","def min_Swaps(var_1,var_2) : 
    var_3 = 0
    for var_4 in range(len(var_1)) : 
        if var_1[var_4] != var_2[var_4] : 
            var_3 += 1
    if var_3 % 2 == 0 : 
        return (var_3 // 2) 
    else : 
        return (""Not Possible"") ","module::left function_definition::left def min_Swaps parameters::left ( var_1 , var_2 ) parameters::right : block::left expression_statement::left assignment::left var_3 = 0 assignment::right expression_statement::right for_statement::left for var_4 in call::left range argument_list::left ( call::left len argument_list::left ( var_1 ) argument_list::right call::right ) argument_list::right call::right : block::left if_statement::left if comparison_operator::left subscript::left var_1 [ var_4 ] subscript::right != subscript::left var_2 [ var_4 ] subscript::right comparison_operator::right : block::left expression_statement::left augmented_assignment::left var_3 += 1 augmented_assignment::right expression_statement::right block::right if_statement::right block::right for_statement::right if_statement::left if comparison_operator::left binary_operator::left var_3 % 2 binary_operator::right == 0 comparison_operator::right : block::left return_statement::left return parenthesized_expression::left ( binary_operator::left var_3 // 2 binary_operator::right ) parenthesized_expression::right return_statement::right block::right else_clause::left else : block::left return_statement::left return parenthesized_expression::left ( string::left "" Not Possible "" string::right ) parenthesized_expression::right return_statement::right block::right else_clause::right if_statement::right block::right function_definition::right module::right",human
246,"def check_sum_of_divisors(num1, num2):
    def sum_of_divisors(num):
        return sum([i for i in range(1, num + 1) if num % i == 0])
    
    return sum_of_divisors(num1) == sum_of_divisors(num2)","def check_sum_of_divisors(var_1, var_2):
    def sum_of_divisors(var_3):
        return sum([i for i in range(1, var_3 + 1) if var_3 % i == 0])
    
    return sum_of_divisors(var_1) == sum_of_divisors(var_2)","module::left function_definition::left def check_sum_of_divisors parameters::left ( var_1 , var_2 ) parameters::right : block::left function_definition::left def sum_of_divisors parameters::left ( var_3 ) parameters::right : block::left return_statement::left return call::left sum argument_list::left ( list_comprehension::left [ i for_in_clause::left for i in call::left range argument_list::left ( 1 , binary_operator::left var_3 + 1 binary_operator::right ) argument_list::right call::right for_in_clause::right if_clause::left if comparison_operator::left binary_operator::left var_3 % i binary_operator::right == 0 comparison_operator::right if_clause::right ] list_comprehension::right ) argument_list::right call::right return_statement::right block::right function_definition::right return_statement::left return comparison_operator::left call::left sum_of_divisors argument_list::left ( var_1 ) argument_list::right call::right == call::left sum_of_divisors argument_list::left ( var_2 ) argument_list::right call::right comparison_operator::right return_statement::right block::right function_definition::right module::right",lm
247,"def smallest_Divisor(n): 
    if (n % 2 == 0): 
        return 2; 
    i = 3;  
    while (i*i <= n): 
        if (n % i == 0): 
            return i; 
        i += 2; 
    return n; ","def smallest_Divisor(var_1): 
    if (var_1 % 2 == 0): 
        return 2; 
    var_2 = 3;  
    while (var_2*var_2 <= var_1): 
        if (var_1 % var_2 == 0): 
            return var_2; 
        var_2 += 2; 
    return var_1; ",module::left function_definition::left def smallest_Divisor parameters::left ( var_1 ) parameters::right : block::left if_statement::left if parenthesized_expression::left ( comparison_operator::left binary_operator::left var_1 % 2 binary_operator::right == 0 comparison_operator::right ) parenthesized_expression::right : block::left return_statement::left return 2 return_statement::right ; block::right if_statement::right expression_statement::left assignment::left var_2 = 3 assignment::right expression_statement::right ; while_statement::left while parenthesized_expression::left ( comparison_operator::left binary_operator::left var_2 * var_2 binary_operator::right <= var_1 comparison_operator::right ) parenthesized_expression::right : block::left if_statement::left if parenthesized_expression::left ( comparison_operator::left binary_operator::left var_1 % var_2 binary_operator::right == 0 comparison_operator::right ) parenthesized_expression::right : block::left return_statement::left return var_2 return_statement::right ; block::right if_statement::right expression_statement::left augmented_assignment::left var_2 += 2 augmented_assignment::right expression_statement::right ; block::right while_statement::right return_statement::left return var_1 return_statement::right ; block::right function_definition::right module::right,human
248,"def decreasing_trend(nums):
    if (sorted(nums)== nums):
        return True
    else:
        return False","def decreasing_trend(var_1):
    if (sorted(var_1)== var_1):
        return True
    else:
        return False",module::left function_definition::left def decreasing_trend parameters::left ( var_1 ) parameters::right : block::left if_statement::left if parenthesized_expression::left ( comparison_operator::left call::left sorted argument_list::left ( var_1 ) argument_list::right call::right == var_1 comparison_operator::right ) parenthesized_expression::right : block::left return_statement::left return True return_statement::right block::right else_clause::left else : block::left return_statement::left return False return_statement::right block::right else_clause::right if_statement::right block::right function_definition::right module::right,human
249,"def find_minimum(num1, num2):
    return min(num1, num2)","def find_minimum(var_1, var_2):
    return min(var_1, var_2)","module::left function_definition::left def find_minimum parameters::left ( var_1 , var_2 ) parameters::right : block::left return_statement::left return call::left min argument_list::left ( var_1 , var_2 ) argument_list::right call::right return_statement::right block::right function_definition::right module::right",lm
250,"def sum_of_alternates(test_tuple):
  sum1 = 0
  sum2 = 0
  for idx, ele in enumerate(test_tuple):
    if idx % 2:
      sum1 += ele
    else:
      sum2 += ele
  return ((sum1),(sum2)) ","def sum_of_alternates(var_1):
  var_2 = 0
  var_3 = 0
  for var_4, var_5 in enumerate(var_1):
    if var_4 % 2:
      var_2 += var_5
    else:
      var_3 += var_5
  return ((var_2),(var_3)) ","module::left function_definition::left def sum_of_alternates parameters::left ( var_1 ) parameters::right : block::left expression_statement::left assignment::left var_2 = 0 assignment::right expression_statement::right expression_statement::left assignment::left var_3 = 0 assignment::right expression_statement::right for_statement::left for pattern_list::left var_4 , var_5 pattern_list::right in call::left enumerate argument_list::left ( var_1 ) argument_list::right call::right : block::left if_statement::left if binary_operator::left var_4 % 2 binary_operator::right : block::left expression_statement::left augmented_assignment::left var_2 += var_5 augmented_assignment::right expression_statement::right block::right else_clause::left else : block::left expression_statement::left augmented_assignment::left var_3 += var_5 augmented_assignment::right expression_statement::right block::right else_clause::right if_statement::right block::right for_statement::right return_statement::left return tuple::left ( parenthesized_expression::left ( var_2 ) parenthesized_expression::right , parenthesized_expression::left ( var_3 ) parenthesized_expression::right ) tuple::right return_statement::right block::right function_definition::right module::right",human
251,"def Diff(li1,li2):
    return (list(list(set(li1)-set(li2)) + list(set(li2)-set(li1))))
 ","def Diff(var_1,var_2):
    return (list(list(set(var_1)-set(var_2)) + list(set(var_2)-set(var_1))))
 ","module::left function_definition::left def Diff parameters::left ( var_1 , var_2 ) parameters::right : block::left return_statement::left return parenthesized_expression::left ( call::left list argument_list::left ( binary_operator::left call::left list argument_list::left ( binary_operator::left call::left set argument_list::left ( var_1 ) argument_list::right call::right - call::left set argument_list::left ( var_2 ) argument_list::right call::right binary_operator::right ) argument_list::right call::right + call::left list argument_list::left ( binary_operator::left call::left set argument_list::left ( var_2 ) argument_list::right call::right - call::left set argument_list::left ( var_1 ) argument_list::right call::right binary_operator::right ) argument_list::right call::right binary_operator::right ) argument_list::right call::right ) parenthesized_expression::right return_statement::right block::right function_definition::right module::right",human
252,"def large_product(nums1, nums2, N):
    result = sorted([x*y for x in nums1 for y in nums2], reverse=True)[:N]
    return result","def large_product(var_1, var_2, var_3):
    var_4 = sorted([x*y for x in var_1 for y in var_2], reverse=True)[:var_3]
    return var_4","module::left function_definition::left def large_product parameters::left ( var_1 , var_2 , var_3 ) parameters::right : block::left expression_statement::left assignment::left var_4 = subscript::left call::left sorted argument_list::left ( list_comprehension::left [ binary_operator::left x * y binary_operator::right for_in_clause::left for x in var_1 for_in_clause::right for_in_clause::left for y in var_2 for_in_clause::right ] list_comprehension::right , keyword_argument::left reverse = True keyword_argument::right ) argument_list::right call::right [ slice::left : var_3 slice::right ] subscript::right assignment::right expression_statement::right return_statement::left return var_4 return_statement::right block::right function_definition::right module::right",human
253,"def sort_sublist(lst):
    return [sorted(sublist) for sublist in lst]","def sort_sublist(var_1):
    return [sorted(sublist) for sublist in var_1]",module::left function_definition::left def sort_sublist parameters::left ( var_1 ) parameters::right : block::left return_statement::left return list_comprehension::left [ call::left sorted argument_list::left ( sublist ) argument_list::right call::right for_in_clause::left for sublist in var_1 for_in_clause::right ] list_comprehension::right return_statement::right block::right function_definition::right module::right,lm
254,"def nth_term_geometric_series(a, r, n):
    return a * (r ** (n - 1))","def nth_term_geometric_series(var_1, var_2, var_3):
    return var_1 * (var_2 ** (var_3 - 1))","module::left function_definition::left def nth_term_geometric_series parameters::left ( var_1 , var_2 , var_3 ) parameters::right : block::left return_statement::left return binary_operator::left var_1 * parenthesized_expression::left ( binary_operator::left var_2 ** parenthesized_expression::left ( binary_operator::left var_3 - 1 binary_operator::right ) parenthesized_expression::right binary_operator::right ) parenthesized_expression::right binary_operator::right return_statement::right block::right function_definition::right module::right",lm
255,"def smallest_power_of_2(n):
    power = 1
    while power < n:
        power *= 2
    return power","def smallest_power_of_2(var_1):
    var_2 = 1
    while var_2 < var_1:
        var_2 *= 2
    return var_2",module::left function_definition::left def smallest_power_of_2 parameters::left ( var_1 ) parameters::right : block::left expression_statement::left assignment::left var_2 = 1 assignment::right expression_statement::right while_statement::left while comparison_operator::left var_2 < var_1 comparison_operator::right : block::left expression_statement::left augmented_assignment::left var_2 *= 2 augmented_assignment::right expression_statement::right block::right while_statement::right return_statement::left return var_2 return_statement::right block::right function_definition::right module::right,lm
256,"def count_char_occurrence(s, char):
    return s.count(char)","def count_char_occurrence(var_1, var_2):
    return var_1.count(var_2)","module::left function_definition::left def count_char_occurrence parameters::left ( var_1 , var_2 ) parameters::right : block::left return_statement::left return call::left attribute::left var_1 . count attribute::right argument_list::left ( var_2 ) argument_list::right call::right return_statement::right block::right function_definition::right module::right",lm
257,"def even_bit_toggle_number(n) : 
    res = 0; count = 0; temp = n 
    while (temp > 0) :     
        if (count % 2 == 1) : 
            res = res | (1 << count)      
        count = count + 1
        temp >>= 1 
    return n ^ res ","def even_bit_toggle_number(var_1) : 
    var_2 = 0; var_3 = 0; var_4 = var_1 
    while (var_4 > 0) :     
        if (var_3 % 2 == 1) : 
            var_2 = var_2 | (1 << var_3)      
        var_3 = var_3 + 1
        var_4 >>= 1 
    return var_1 ^ var_2 ",module::left function_definition::left def even_bit_toggle_number parameters::left ( var_1 ) parameters::right : block::left expression_statement::left assignment::left var_2 = 0 assignment::right expression_statement::right ; expression_statement::left assignment::left var_3 = 0 assignment::right expression_statement::right ; expression_statement::left assignment::left var_4 = var_1 assignment::right expression_statement::right while_statement::left while parenthesized_expression::left ( comparison_operator::left var_4 > 0 comparison_operator::right ) parenthesized_expression::right : block::left if_statement::left if parenthesized_expression::left ( comparison_operator::left binary_operator::left var_3 % 2 binary_operator::right == 1 comparison_operator::right ) parenthesized_expression::right : block::left expression_statement::left assignment::left var_2 = binary_operator::left var_2 | parenthesized_expression::left ( binary_operator::left 1 << var_3 binary_operator::right ) parenthesized_expression::right binary_operator::right assignment::right expression_statement::right block::right if_statement::right expression_statement::left assignment::left var_3 = binary_operator::left var_3 + 1 binary_operator::right assignment::right expression_statement::right expression_statement::left augmented_assignment::left var_4 >>= 1 augmented_assignment::right expression_statement::right block::right while_statement::right return_statement::left return binary_operator::left var_1 ^ var_2 binary_operator::right return_statement::right block::right function_definition::right module::right,human
258,"def has_common_element(list1, list2):
    return not set(list1).isdisjoint(set(list2))","def has_common_element(var_1, var_2):
    return not set(var_1).isdisjoint(set(var_2))","module::left function_definition::left def has_common_element parameters::left ( var_1 , var_2 ) parameters::right : block::left return_statement::left return not_operator::left not call::left attribute::left call::left set argument_list::left ( var_1 ) argument_list::right call::right . isdisjoint attribute::right argument_list::left ( call::left set argument_list::left ( var_2 ) argument_list::right call::right ) argument_list::right call::right not_operator::right return_statement::right block::right function_definition::right module::right",lm
259,"def longest_chain(pairs):
    pairs.sort(key=lambda x: x[0])  # Sort pairs based on the first element
    dp = [1] * len(pairs)  # Initialize dp array, 1 chain for each pair initially

    for i in range(1, len(pairs)):
        for j in range(i):
            if pairs[j][1] < pairs[i][0]:  # Check if current pair can follow the jth pair
                dp[i] = max(dp[i], dp[j] + 1)  # Update the longest chain for ith pair

    return max(dp)","def longest_chain(var_1):
    var_1.sort(key=lambda x: x[0])  # Sort pairs based on the first element
    var_2 = [1] * len(var_1)  # Initialize dp array, 1 chain for each pair initially

    for var_3 in range(1, len(var_1)):
        for var_4 in range(var_3):
            if var_1[var_4][1] < var_1[var_3][0]:  # Check if current pair can follow the jth pair
                var_2[var_3] = max(var_2[var_3], var_2[var_4] + 1)  # Update the longest chain for ith pair

    return max(var_2)","module::left function_definition::left def longest_chain parameters::left ( var_1 ) parameters::right : block::left expression_statement::left call::left attribute::left var_1 . sort attribute::right argument_list::left ( keyword_argument::left key = lambda::left lambda lambda_parameters::left x lambda_parameters::right : subscript::left x [ 0 ] subscript::right lambda::right keyword_argument::right ) argument_list::right call::right expression_statement::right # Sort pairs based on the first element expression_statement::left assignment::left var_2 = binary_operator::left list::left [ 1 ] list::right * call::left len argument_list::left ( var_1 ) argument_list::right call::right binary_operator::right assignment::right expression_statement::right # Initialize dp array, 1 chain for each pair initially for_statement::left for var_3 in call::left range argument_list::left ( 1 , call::left len argument_list::left ( var_1 ) argument_list::right call::right ) argument_list::right call::right : block::left for_statement::left for var_4 in call::left range argument_list::left ( var_3 ) argument_list::right call::right : block::left if_statement::left if comparison_operator::left subscript::left subscript::left var_1 [ var_4 ] subscript::right [ 1 ] subscript::right < subscript::left subscript::left var_1 [ var_3 ] subscript::right [ 0 ] subscript::right comparison_operator::right : # Check if current pair can follow the jth pair block::left expression_statement::left assignment::left subscript::left var_2 [ var_3 ] subscript::right = call::left max argument_list::left ( subscript::left var_2 [ var_3 ] subscript::right , binary_operator::left subscript::left var_2 [ var_4 ] subscript::right + 1 binary_operator::right ) argument_list::right call::right assignment::right expression_statement::right # Update the longest chain for ith pair block::right if_statement::right block::right for_statement::right block::right for_statement::right return_statement::left return call::left max argument_list::left ( var_2 ) argument_list::right call::right return_statement::right block::right function_definition::right module::right",lm
